id,ig_date,ig_year,event_dur,fsr_km2_dy,mx_grw_km2
2677,2001-08-25,2001,23,2.8932255966,21.0365499831
2680,2001-08-25,2001,4,0.2146586733,0.42931734659
2684,2001-08-25,2001,2,0.96596402983,1.50261071308
2690,2001-08-26,2001,1,0.85863469319,0.85863469319
2697,2001-08-26,2001,1,2.57590407956,2.57590407956
2698,2001-08-26,2001,3,0.1431057822,0.2146586733
2699,2001-08-26,2001,3,2.07503384187,4.07851479263
2700,2001-08-26,2001,6,0.35776445549,0.85863469319
2704,2001-08-27,2001,6,0.85863469319,3.00522142615
2705,2001-08-27,2001,1,0.2146586733,0.2146586733
2712,2001-08-27,2001,3,0.57242312879,0.85863469319
2719,2001-08-28,2001,1,0.2146586733,0.2146586733
2722,2001-08-28,2001,5,0.17172693864,0.42931734659
2728,2001-08-28,2001,5,6.52562366821,16.5287178438
2733,2001-08-29,2001,5,1.88899632501,4.93714948582
2734,2001-08-29,2001,1,0.2146586733,0.2146586733
2737,2001-08-29,2001,1,6.86907754549,6.86907754549
2739,2001-08-29,2001,3,2.57590407956,4.93714948582
2744,2001-08-30,2001,5,1.41674724376,5.3664668324100004
2752,2001-08-30,2001,10,1.18062270313,7.72771223867
2755,2001-08-30,2001,4,0.2146586733,0.64397601989
2760,2001-08-31,2001,4,0.53664668324,1.93192805967
2763,2001-08-31,2001,8,0.13416167081,0.42931734659
2766,2001-08-31,2001,1,0.2146586733,0.2146586733
2768,2001-09-01,2001,1,0.2146586733,0.2146586733
2777,2001-09-02,2001,5,0.08586346932,0.2146586733
2780,2001-09-02,2001,5,0.60104428523,1.50261071308
2781,2001-09-02,2001,2,0.53664668324,0.64397601989
2783,2001-09-02,2001,1,0.2146586733,0.2146586733
2789,2001-09-03,2001,12,2.73689808453,21.4658673296
2795,2001-09-03,2001,6,0.42931734659,0.85863469319
2804,2001-09-03,2001,19,4.38355606521,65.6855540287
2806,2001-09-04,2001,1,0.2146586733,0.2146586733
2807,2001-09-04,2001,4,0.10732933665,0.2146586733
2813,2001-09-04,2001,1,0.2146586733,0.2146586733
2820,2001-09-05,2001,6,2.54012763401,9.87429897164
2822,2001-09-05,2001,6,1.14484625758,2.36124540626
2824,2001-09-05,2001,13,4.44178331667,12.8795203978
2829,2001-09-05,2001,3,0.50087023769,1.28795203978
2837,2001-09-06,2001,1,3.86385611934,3.86385611934
2841,2001-09-06,2001,2,0.32198800995,0.42931734659
2844,2001-09-06,2001,3,0.35776445549,0.64397601989
2859,2001-09-07,2001,7,0.42931734659,0.85863469319
2864,2001-09-07,2001,1,1.07329336648,1.07329336648
2867,2001-09-08,2001,3,0.2862115644,0.64397601989
2872,2001-09-08,2001,1,0.2146586733,0.2146586733
2873,2001-09-08,2001,4,1.23428737145,4.29317346593
2874,2001-09-08,2001,1,0.2146586733,0.2146586733
2891,2001-09-09,2001,1,0.2146586733,0.2146586733
2904,2001-09-10,2001,1,0.2146586733,0.2146586733
2910,2001-09-11,2001,9,0.40546638289,1.50261071308
2920,2001-09-11,2001,6,0.25043511885,0.42931734659
2924,2001-09-11,2001,7,0.12266209903,0.42931734659
2943,2001-09-12,2001,1,0.2146586733,0.2146586733
